chegada_anestesista,chegada_cirurgiao,entrada_paciente_sala,inicio_montagem,fim_montagem,inicio_desmontagem,fim_desmontagem,inicio_higienizacao,fim_higienizacao,retirada_paciente,horario_entrada_bloco,horario_liberacao,sala
2025-06-03 08:00:00,2025-06-03 08:24:00,2025-06-03 08:34:00,2025-06-03 08:55:00,2025-06-03 09:22:00,2025-06-03 10:39:00,2025-06-03 10:51:00,2025-06-03 10:59:00,2025-06-03 11:12:00,2025-06-03 11:25:00,2025-06-03 09:14:00,2025-06-03 12:12:00,2
2025-04-24 08:00:00,2025-04-24 08:26:00,2025-04-24 08:35:00,2025-04-24 08:47:00,2025-04-24 09:18:00,2025-04-24 10:32:00,2025-04-24 10:56:00,2025-04-24 11:07:00,2025-04-24 11:21:00,2025-04-24 11:33:00,2025-04-24 09:24:00,2025-04-24 12:25:00,14
2025-01-28 08:00:00,2025-01-28 08:24:00,2025-01-28 08:31:00,2025-01-28 08:51:00,2025-01-28 09:24:00,2025-01-28 10:32:00,2025-01-28 10:58:00,2025-01-28 11:07:00,2025-01-28 11:21:00,2025-01-28 11:34:00,2025-01-28 08:49:00,2025-01-28 12:05:00,16
2025-05-13 08:00:00,2025-05-13 08:20:00,2025-05-13 08:36:00,2025-05-13 08:46:00,2025-05-13 09:11:00,2025-05-13 10:22:00,2025-05-13 10:51:00,2025-05-13 11:00:00,2025-05-13 11:25:00,2025-05-13 11:30:00,2025-05-13 09:28:00,2025-05-13 12:10:00,14
2025-01-25 08:00:00,2025-01-25 08:13:00,2025-01-25 08:20:00,2025-01-25 08:32:00,2025-01-25 09:12:00,2025-01-25 10:14:00,2025-01-25 10:25:00,2025-01-25 10:37:00,2025-01-25 10:47:00,2025-01-25 11:02:00,2025-01-25 08:21:00,2025-01-25 11:33:00,18
2025-03-27 08:00:00,2025-03-27 08:18:00,2025-03-27 08:25:00,2025-03-27 08:36:00,2025-03-27 09:12:00,2025-03-27 10:17:00,2025-03-27 10:35:00,2025-03-27 10:42:00,2025-03-27 11:04:00,2025-03-27 11:18:00,2025-03-27 08:28:00,2025-03-27 12:07:00,7
2025-01-07 08:00:00,2025-01-07 08:29:00,2025-01-07 08:41:00,2025-01-07 08:59:00,2025-01-07 09:36:00,2025-01-07 10:38:00,2025-01-07 10:51:00,2025-01-07 11:00:00,2025-01-07 11:22:00,2025-01-07 11:34:00,2025-01-07 09:10:00,2025-01-07 12:05:00,6
2025-03-03 08:00:00,2025-03-03 08:11:00,2025-03-03 08:20:00,2025-03-03 08:42:00,2025-03-03 09:20:00,2025-03-03 10:29:00,2025-03-03 10:55:00,2025-03-03 11:08:00,2025-03-03 11:23:00,2025-03-03 11:36:00,2025-03-03 09:25:00,2025-03-03 12:11:00,5
2025-01-05 08:00:00,2025-01-05 08:11:00,2025-01-05 08:22:00,2025-01-05 08:34:00,2025-01-05 09:09:00,2025-01-05 10:26:00,2025-01-05 10:47:00,2025-01-05 10:52:00,2025-01-05 11:02:00,2025-01-05 11:09:00,2025-01-05 08:41:00,2025-01-05 11:58:00,7
2025-01-06 08:00:00,2025-01-06 08:12:00,2025-01-06 08:27:00,2025-01-06 08:45:00,2025-01-06 09:24:00,2025-01-06 10:34:00,2025-01-06 11:02:00,2025-01-06 11:07:00,2025-01-06 11:36:00,2025-01-06 11:46:00,2025-01-06 09:03:00,2025-01-06 12:36:00,7
2025-06-03 08:00:00,2025-06-03 08:24:00,2025-06-03 08:34:00,2025-06-03 08:55:00,2025-06-03 09:22:00,2025-06-03 10:39:00,2025-06-03 10:51:00,2025-06-03 10:59:00,2025-06-03 11:12:00,2025-06-03 11:25:00,2025-06-03 09:14:00,2025-06-03 12:12:00,5
2025-05-20 08:00:00,2025-05-20 08:15:00,2025-05-20 08:33:00,2025-05-20 08:57:00,2025-05-20 09:19:00,2025-05-20 10:36:00,2025-05-20 10:54:00,2025-05-20 11:01:00,2025-05-20 11:16:00,2025-05-20 11:25:00,2025-05-20 08:26:00,2025-05-20 12:20:00,7
2025-02-14 08:00:00,2025-02-14 08:17:00,2025-02-14 08:30:00,2025-02-14 08:48:00,2025-02-14 09:13:00,2025-02-14 10:21:00,2025-02-14 10:48:00,2025-02-14 10:57:00,2025-02-14 11:19:00,2025-02-14 11:30:00,2025-02-14 09:02:00,2025-02-14 12:02:00,4
2025-04-29 08:00:00,2025-04-29 08:28:00,2025-04-29 08:48:00,2025-04-29 09:11:00,2025-04-29 09:48:00,2025-04-29 10:52:00,2025-04-29 11:17:00,2025-04-29 11:29:00,2025-04-29 11:45:00,2025-04-29 11:59:00,2025-04-29 09:26:00,2025-04-29 12:53:00,17
2025-05-12 08:00:00,2025-05-12 08:21:00,2025-05-12 08:34:00,2025-05-12 08:47:00,2025-05-12 09:18:00,2025-05-12 10:30:00,2025-05-12 10:51:00,2025-05-12 10:59:00,2025-05-12 11:28:00,2025-05-12 11:43:00,2025-05-12 08:48:00,2025-05-12 12:36:00,4
2025-03-21 08:00:00,2025-03-21 08:24:00,2025-03-21 08:43:00,2025-03-21 08:57:00,2025-03-21 09:26:00,2025-03-21 10:43:00,2025-03-21 11:08:00,2025-03-21 11:15:00,2025-03-21 11:26:00,2025-03-21 11:31:00,2025-03-21 08:38:00,2025-03-21 12:13:00,15
2025-03-23 08:00:00,2025-03-23 08:12:00,2025-03-23 08:25:00,2025-03-23 08:47:00,2025-03-23 09:23:00,2025-03-23 10:33:00,2025-03-23 10:43:00,2025-03-23 10:56:00,2025-03-23 11:25:00,2025-03-23 11:31:00,2025-03-23 08:46:00,2025-03-23 12:29:00,19
2025-03-27 08:00:00,2025-03-27 08:18:00,2025-03-27 08:25:00,2025-03-27 08:36:00,2025-03-27 09:12:00,2025-03-27 10:17:00,2025-03-27 10:35:00,2025-03-27 10:42:00,2025-03-27 11:04:00,2025-03-27 11:18:00,2025-03-27 08:28:00,2025-03-27 12:07:00,13
2025-04-02 08:00:00,2025-04-02 08:19:00,2025-04-02 08:31:00,2025-04-02 08:50:00,2025-04-02 09:24:00,2025-04-02 10:36:00,2025-04-02 11:05:00,2025-04-02 11:18:00,2025-04-02 11:46:00,2025-04-02 11:59:00,2025-04-02 09:40:00,2025-04-02 12:57:00,13
2025-03-11 08:00:00,2025-03-11 08:30:00,2025-03-11 08:47:00,2025-03-11 08:57:00,2025-03-11 09:33:00,2025-03-11 10:36:00,2025-03-11 10:59:00,2025-03-11 11:12:00,2025-03-11 11:41:00,2025-03-11 11:53:00,2025-03-11 09:05:00,2025-03-11 12:44:00,18
2025-03-24 08:00:00,2025-03-24 08:28:00,2025-03-24 08:34:00,2025-03-24 08:48:00,2025-03-24 09:26:00,2025-03-24 10:31:00,2025-03-24 10:41:00,2025-03-24 10:52:00,2025-03-24 11:05:00,2025-03-24 11:16:00,2025-03-24 08:22:00,2025-03-24 11:57:00,13
2025-02-03 08:00:00,2025-02-03 08:11:00,2025-02-03 08:26:00,2025-02-03 08:39:00,2025-02-03 09:04:00,2025-02-03 10:18:00,2025-02-03 10:29:00,2025-02-03 10:35:00,2025-02-03 10:47:00,2025-02-03 11:02:00,2025-02-03 08:22:00,2025-02-03 12:01:00,13
2025-06-13 08:00:00,2025-06-13 08:20:00,2025-06-13 08:32:00,2025-06-13 08:46:00,2025-06-13 09:16:00,2025-06-13 10:31:00,2025-06-13 10:44:00,2025-06-13 10:51:00,2025-06-13 11:01:00,2025-06-13 11:11:00,2025-06-13 09:11:00,2025-06-13 11:52:00,1
2025-03-24 08:00:00,2025-03-24 08:28:00,2025-03-24 08:34:00,2025-03-24 08:48:00,2025-03-24 09:26:00,2025-03-24 10:31:00,2025-03-24 10:41:00,2025-03-24 10:52:00,2025-03-24 11:05:00,2025-03-24 11:16:00,2025-03-24 08:22:00,2025-03-24 11:57:00,18
2025-01-03 08:00:00,2025-01-03 08:24:00,2025-01-03 08:35:00,2025-01-03 08:50:00,2025-01-03 09:21:00,2025-01-03 10:30:00,2025-01-03 10:57:00,2025-01-03 11:03:00,2025-01-03 11:25:00,2025-01-03 11:32:00,2025-01-03 08:37:00,2025-01-03 12:16:00,1
2025-01-25 08:00:00,2025-01-25 08:13:00,2025-01-25 08:20:00,2025-01-25 08:32:00,2025-01-25 09:12:00,2025-01-25 10:14:00,2025-01-25 10:25:00,2025-01-25 10:37:00,2025-01-25 10:47:00,2025-01-25 11:02:00,2025-01-25 08:21:00,2025-01-25 11:33:00,12
2025-05-17 08:00:00,2025-05-17 08:14:00,2025-05-17 08:34:00,2025-05-17 08:51:00,2025-05-17 09:18:00,2025-05-17 10:28:00,2025-05-17 10:50:00,2025-05-17 11:03:00,2025-05-17 11:31:00,2025-05-17 11:38:00,2025-05-17 09:37:00,2025-05-17 12:26:00,15
2025-03-08 08:00:00,2025-03-08 08:12:00,2025-03-08 08:24:00,2025-03-08 08:34:00,2025-03-08 09:06:00,2025-03-08 10:24:00,2025-03-08 10:47:00,2025-03-08 10:56:00,2025-03-08 11:23:00,2025-03-08 11:32:00,2025-03-08 09:24:00,2025-03-08 12:19:00,19
2025-06-24 08:00:00,2025-06-24 08:19:00,2025-06-24 08:38:00,2025-06-24 09:05:00,2025-06-24 09:43:00,2025-06-24 10:51:00,2025-06-24 11:03:00,2025-06-24 11:08:00,2025-06-24 11:38:00,2025-06-24 11:52:00,2025-06-24 08:58:00,2025-06-24 12:28:00,14
2025-03-02 08:00:00,2025-03-02 08:25:00,2025-03-02 08:32:00,2025-03-02 08:47:00,2025-03-02 09:12:00,2025-03-02 10:26:00,2025-03-02 10:36:00,2025-03-02 10:43:00,2025-03-02 10:57:00,2025-03-02 11:02:00,2025-03-02 08:17:00,2025-03-02 11:44:00,1
2025-03-21 08:00:00,2025-03-21 08:24:00,2025-03-21 08:43:00,2025-03-21 08:57:00,2025-03-21 09:26:00,2025-03-21 10:43:00,2025-03-21 11:08:00,2025-03-21 11:15:00,2025-03-21 11:26:00,2025-03-21 11:31:00,2025-03-21 08:38:00,2025-03-21 12:13:00,3
2025-02-26 08:00:00,2025-02-26 08:25:00,2025-02-26 08:41:00,2025-02-26 08:52:00,2025-02-26 09:25:00,2025-02-26 10:45:00,2025-02-26 10:59:00,2025-02-26 11:05:00,2025-02-26 11:19:00,2025-02-26 11:24:00,2025-02-26 08:29:00,2025-02-26 12:19:00,8
2025-01-19 08:00:00,2025-01-19 08:10:00,2025-01-19 08:17:00,2025-01-19 08:27:00,2025-01-19 09:07:00,2025-01-19 10:07:00,2025-01-19 10:37:00,2025-01-19 10:44:00,2025-01-19 11:03:00,2025-01-19 11:11:00,2025-01-19 08:16:00,2025-01-19 11:47:00,7
2025-02-14 08:00:00,2025-02-14 08:17:00,2025-02-14 08:30:00,2025-02-14 08:48:00,2025-02-14 09:13:00,2025-02-14 10:21:00,2025-02-14 10:48:00,2025-02-14 10:57:00,2025-02-14 11:19:00,2025-02-14 11:30:00,2025-02-14 09:02:00,2025-02-14 12:02:00,4
2025-05-13 08:00:00,2025-05-13 08:26:00,2025-05-13 08:31:00,2025-05-13 08:41:00,2025-05-13 09:04:00,2025-05-13 10:21:00,2025-05-13 10:37:00,2025-05-13 10:50:00,2025-05-13 11:20:00,2025-05-13 11:28:00,2025-05-13 08:31:00,2025-05-13 12:21:00,12
2025-02-12 08:00:00,2025-02-12 08:30:00,2025-02-12 08:40:00,2025-02-12 09:00:00,2025-02-12 09:38:00,2025-02-12 10:40:00,2025-02-12 10:51:00,2025-02-12 10:57:00,2025-02-12 11:16:00,2025-02-12 11:22:00,2025-02-12 09:02:00,2025-02-12 12:17:00,3
2025-04-24 08:00:00,2025-04-24 08:25:00,2025-04-24 08:41:00,2025-04-24 08:52:00,2025-04-24 09:29:00,2025-04-24 10:30:00,2025-04-24 10:54:00,2025-04-24 11:00:00,2025-04-24 11:19:00,2025-04-24 11:26:00,2025-04-24 09:21:00,2025-04-24 12:04:00,4
2025-03-23 08:00:00,2025-03-23 08:12:00,2025-03-23 08:25:00,2025-03-23 08:47:00,2025-03-23 09:23:00,2025-03-23 10:33:00,2025-03-23 10:43:00,2025-03-23 10:56:00,2025-03-23 11:25:00,2025-03-23 11:31:00,2025-03-23 08:46:00,2025-03-23 12:29:00,3
2025-02-19 08:00:00,2025-02-19 08:26:00,2025-02-19 08:39:00,2025-02-19 09:03:00,2025-02-19 09:27:00,2025-02-19 10:34:00,2025-02-19 10:51:00,2025-02-19 11:00:00,2025-02-19 11:22:00,2025-02-19 11:34:00,2025-02-19 08:35:00,2025-02-19 12:13:00,19
2025-03-02 08:00:00,2025-03-02 08:25:00,2025-03-02 08:32:00,2025-03-02 08:47:00,2025-03-02 09:12:00,2025-03-02 10:26:00,2025-03-02 10:36:00,2025-03-02 10:43:00,2025-03-02 10:57:00,2025-03-02 11:02:00,2025-03-02 08:17:00,2025-03-02 11:44:00,6
2025-04-28 08:00:00,2025-04-28 08:25:00,2025-04-28 08:42:00,2025-04-28 08:57:00,2025-04-28 09:30:00,2025-04-28 10:43:00,2025-04-28 10:58:00,2025-04-28 11:04:00,2025-04-28 11:18:00,2025-04-28 11:27:00,2025-04-28 08:33:00,2025-04-28 12:16:00,2
2025-01-18 08:00:00,2025-01-18 08:29:00,2025-01-18 08:46:00,2025-01-18 09:15:00,2025-01-18 09:39:00,2025-01-18 10:40:00,2025-01-18 10:56:00,2025-01-18 11:05:00,2025-01-18 11:20:00,2025-01-18 11:30:00,2025-01-18 08:59:00,2025-01-18 12:11:00,1
2025-03-18 08:00:00,2025-03-18 08:18:00,2025-03-18 08:30:00,2025-03-18 08:51:00,2025-03-18 09:15:00,2025-03-18 10:29:00,2025-03-18 10:40:00,2025-03-18 10:53:00,2025-03-18 11:10:00,2025-03-18 11:24:00,2025-03-18 08:47:00,2025-03-18 12:07:00,13
2025-04-08 08:00:00,2025-04-08 08:23:00,2025-04-08 08:34:00,2025-04-08 08:57:00,2025-04-08 09:37:00,2025-04-08 10:50:00,2025-04-08 11:17:00,2025-04-08 11:30:00,2025-04-08 11:48:00,2025-04-08 12:03:00,2025-04-08 10:03:00,2025-04-08 13:02:00,7
2025-04-15 08:00:00,2025-04-15 08:12:00,2025-04-15 08:20:00,2025-04-15 08:45:00,2025-04-15 09:24:00,2025-04-15 10:24:00,2025-04-15 10:51:00,2025-04-15 11:02:00,2025-04-15 11:27:00,2025-04-15 11:35:00,2025-04-15 09:02:00,2025-04-15 12:35:00,12
2025-01-12 08:00:00,2025-01-12 08:12:00,2025-01-12 08:30:00,2025-01-12 08:49:00,2025-01-12 09:17:00,2025-01-12 10:35:00,2025-01-12 10:52:00,2025-01-12 10:57:00,2025-01-12 11:18:00,2025-01-12 11:26:00,2025-01-12 08:50:00,2025-01-12 12:20:00,13
2025-01-27 08:00:00,2025-01-27 08:26:00,2025-01-27 08:39:00,2025-01-27 08:57:00,2025-01-27 09:30:00,2025-01-27 10:44:00,2025-01-27 10:55:00,2025-01-27 11:05:00,2025-01-27 11:22:00,2025-01-27 11:27:00,2025-01-27 08:39:00,2025-01-27 12:04:00,3
2025-05-02 08:00:00,2025-05-02 08:25:00,2025-05-02 08:37:00,2025-05-02 08:54:00,2025-05-02 09:28:00,2025-05-02 10:30:00,2025-05-02 10:54:00,2025-05-02 11:00:00,2025-05-02 11:13:00,2025-05-02 11:27:00,2025-05-02 09:04:00,2025-05-02 12:09:00,5
2025-02-19 08:00:00,2025-02-19 08:26:00,2025-02-19 08:39:00,2025-02-19 09:03:00,2025-02-19 09:27:00,2025-02-19 10:34:00,2025-02-19 10:51:00,2025-02-19 11:00:00,2025-02-19 11:22:00,2025-02-19 11:34:00,2025-02-19 08:35:00,2025-02-19 12:13:00,6
2025-03-25 08:00:00,2025-03-25 08:15:00,2025-03-25 08:26:00,2025-03-25 08:44:00,2025-03-25 09:21:00,2025-03-25 10:41:00,2025-03-25 10:56:00,2025-03-25 11:07:00,2025-03-25 11:31:00,2025-03-25 11:45:00,2025-03-25 09:40:00,2025-03-25 12:22:00,12
2025-03-08 08:00:00,2025-03-08 08:12:00,2025-03-08 08:24:00,2025-03-08 08:34:00,2025-03-08 09:06:00,2025-03-08 10:24:00,2025-03-08 10:47:00,2025-03-08 10:56:00,2025-03-08 11:23:00,2025-03-08 11:32:00,2025-03-08 09:24:00,2025-03-08 12:19:00,7
2025-04-28 08:00:00,2025-04-28 08:25:00,2025-04-28 08:42:00,2025-04-28 08:57:00,2025-04-28 09:30:00,2025-04-28 10:43:00,2025-04-28 10:58:00,2025-04-28 11:04:00,2025-04-28 11:18:00,2025-04-28 11:27:00,2025-04-28 08:33:00,2025-04-28 12:16:00,9
2025-01-12 08:00:00,2025-01-12 08:12:00,2025-01-12 08:30:00,2025-01-12 08:49:00,2025-01-12 09:17:00,2025-01-12 10:35:00,2025-01-12 10:52:00,2025-01-12 10:57:00,2025-01-12 11:18:00,2025-01-12 11:26:00,2025-01-12 08:50:00,2025-01-12 12:20:00,9
2025-01-07 08:00:00,2025-01-07 08:29:00,2025-01-07 08:41:00,2025-01-07 08:59:00,2025-01-07 09:36:00,2025-01-07 10:38:00,2025-01-07 10:51:00,2025-01-07 11:00:00,2025-01-07 11:22:00,2025-01-07 11:34:00,2025-01-07 09:10:00,2025-01-07 12:05:00,17
2025-02-26 08:00:00,2025-02-26 08:11:00,2025-02-26 08:27:00,2025-02-26 08:43:00,2025-02-26 09:13:00,2025-02-26 10:28:00,2025-02-26 10:40:00,2025-02-26 10:52:00,2025-02-26 11:14:00,2025-02-26 11:19:00,2025-02-26 08:29:00,2025-02-26 12:11:00,2
2025-03-25 08:00:00,2025-03-25 08:16:00,2025-03-25 08:33:00,2025-03-25 08:54:00,2025-03-25 09:25:00,2025-03-25 10:35:00,2025-03-25 11:04:00,2025-03-25 11:19:00,2025-03-25 11:44:00,2025-03-25 11:51:00,2025-03-25 09:51:00,2025-03-25 12:41:00,2
2025-03-02 08:00:00,2025-03-02 08:25:00,2025-03-02 08:32:00,2025-03-02 08:47:00,2025-03-02 09:12:00,2025-03-02 10:26:00,2025-03-02 10:36:00,2025-03-02 10:43:00,2025-03-02 10:57:00,2025-03-02 11:02:00,2025-03-02 08:17:00,2025-03-02 11:44:00,16
2025-04-28 08:00:00,2025-04-28 08:25:00,2025-04-28 08:42:00,2025-04-28 08:57:00,2025-04-28 09:30:00,2025-04-28 10:43:00,2025-04-28 10:58:00,2025-04-28 11:04:00,2025-04-28 11:18:00,2025-04-28 11:27:00,2025-04-28 08:33:00,2025-04-28 12:16:00,8
2025-02-05 08:00:00,2025-02-05 08:24:00,2025-02-05 08:40:00,2025-02-05 08:57:00,2025-02-05 09:19:00,2025-02-05 10:25:00,2025-02-05 10:54:00,2025-02-05 11:07:00,2025-02-05 11:36:00,2025-02-05 11:49:00,2025-02-05 09:07:00,2025-02-05 12:24:00,14
2025-01-05 08:00:00,2025-01-05 08:11:00,2025-01-05 08:22:00,2025-01-05 08:34:00,2025-01-05 09:09:00,2025-01-05 10:26:00,2025-01-05 10:47:00,2025-01-05 10:52:00,2025-01-05 11:02:00,2025-01-05 11:09:00,2025-01-05 08:41:00,2025-01-05 11:58:00,15
2025-03-23 08:00:00,2025-03-23 08:14:00,2025-03-23 08:30:00,2025-03-23 09:00:00,2025-03-23 09:26:00,2025-03-23 10:31:00,2025-03-23 11:01:00,2025-03-23 11:14:00,2025-03-23 11:25:00,2025-03-23 11:40:00,2025-03-23 09:25:00,2025-03-23 12:30:00,17
2025-02-14 08:00:00,2025-02-14 08:17:00,2025-02-14 08:30:00,2025-02-14 08:48:00,2025-02-14 09:13:00,2025-02-14 10:21:00,2025-02-14 10:48:00,2025-02-14 10:57:00,2025-02-14 11:19:00,2025-02-14 11:30:00,2025-02-14 09:02:00,2025-02-14 12:02:00,17
2025-06-23 08:00:00,2025-06-23 08:14:00,2025-06-23 08:31:00,2025-06-23 09:01:00,2025-06-23 09:24:00,2025-06-23 10:36:00,2025-06-23 10:50:00,2025-06-23 10:55:00,2025-06-23 11:13:00,2025-06-23 11:21:00,2025-06-23 08:43:00,2025-06-23 12:12:00,7
2025-06-24 08:00:00,2025-06-24 08:16:00,2025-06-24 08:27:00,2025-06-24 08:41:00,2025-06-24 09:10:00,2025-06-24 10:13:00,2025-06-24 10:31:00,2025-06-24 10:37:00,2025-06-24 11:06:00,2025-06-24 11:13:00,2025-06-24 08:30:00,2025-06-24 11:57:00,11
2025-05-09 08:00:00,2025-05-09 08:24:00,2025-05-09 08:29:00,2025-05-09 08:48:00,2025-05-09 09:26:00,2025-05-09 10:31:00,2025-05-09 10:59:00,2025-05-09 11:11:00,2025-05-09 11:32:00,2025-05-09 11:45:00,2025-05-09 08:49:00,2025-05-09 12:41:00,11
2025-03-23 08:00:00,2025-03-23 08:12:00,2025-03-23 08:25:00,2025-03-23 08:47:00,2025-03-23 09:23:00,2025-03-23 10:33:00,2025-03-23 10:43:00,2025-03-23 10:56:00,2025-03-23 11:25:00,2025-03-23 11:31:00,2025-03-23 08:46:00,2025-03-23 12:29:00,3
2025-06-30 08:00:00,2025-06-30 08:13:00,2025-06-30 08:23:00,2025-06-30 08:41:00,2025-06-30 09:21:00,2025-06-30 10:39:00,2025-06-30 11:03:00,2025-06-30 11:16:00,2025-06-30 11:27:00,2025-06-30 11:39:00,2025-06-30 08:49:00,2025-06-30 12:13:00,16
2025-02-04 08:00:00,2025-02-04 08:23:00,2025-02-04 08:29:00,2025-02-04 08:40:00,2025-02-04 09:10:00,2025-02-04 10:20:00,2025-02-04 10:39:00,2025-02-04 10:44:00,2025-02-04 11:11:00,2025-02-04 11:16:00,2025-02-04 09:03:00,2025-02-04 12:16:00,2
2025-01-11 08:00:00,2025-01-11 08:25:00,2025-01-11 08:41:00,2025-01-11 09:01:00,2025-01-11 09:36:00,2025-01-11 10:42:00,2025-01-11 11:02:00,2025-01-11 11:10:00,2025-01-11 11:21:00,2025-01-11 11:27:00,2025-01-11 08:29:00,2025-01-11 12:20:00,14
2025-03-02 08:00:00,2025-03-02 08:13:00,2025-03-02 08:25:00,2025-03-02 08:50:00,2025-03-02 09:14:00,2025-03-02 10:19:00,2025-03-02 10:37:00,2025-03-02 10:50:00,2025-03-02 11:04:00,2025-03-02 11:14:00,2025-03-02 08:24:00,2025-03-02 11:45:00,4
2025-01-16 08:00:00,2025-01-16 08:30:00,2025-01-16 08:42:00,2025-01-16 09:04:00,2025-01-16 09:42:00,2025-01-16 10:49:00,2025-01-16 11:01:00,2025-01-16 11:12:00,2025-01-16 11:27:00,2025-01-16 11:37:00,2025-01-16 09:09:00,2025-01-16 12:18:00,2
2025-02-27 08:00:00,2025-02-27 08:20:00,2025-02-27 08:29:00,2025-02-27 08:43:00,2025-02-27 09:05:00,2025-02-27 10:16:00,2025-02-27 10:43:00,2025-02-27 10:49:00,2025-02-27 11:06:00,2025-02-27 11:18:00,2025-02-27 08:51:00,2025-02-27 12:04:00,7
2025-06-13 08:00:00,2025-06-13 08:20:00,2025-06-13 08:32:00,2025-06-13 08:46:00,2025-06-13 09:16:00,2025-06-13 10:31:00,2025-06-13 10:44:00,2025-06-13 10:51:00,2025-06-13 11:01:00,2025-06-13 11:11:00,2025-06-13 09:11:00,2025-06-13 11:52:00,18
2025-06-23 08:00:00,2025-06-23 08:14:00,2025-06-23 08:31:00,2025-06-23 09:01:00,2025-06-23 09:24:00,2025-06-23 10:36:00,2025-06-23 10:50:00,2025-06-23 10:55:00,2025-06-23 11:13:00,2025-06-23 11:21:00,2025-06-23 08:43:00,2025-06-23 12:12:00,1
2025-02-11 08:00:00,2025-02-11 08:29:00,2025-02-11 08:46:00,2025-02-11 09:08:00,2025-02-11 09:40:00,2025-02-11 10:57:00,2025-02-11 11:19:00,2025-02-11 11:30:00,2025-02-11 11:59:00,2025-02-11 12:06:00,2025-02-11 09:18:00,2025-02-11 13:00:00,12
2025-03-02 08:00:00,2025-03-02 08:13:00,2025-03-02 08:25:00,2025-03-02 08:50:00,2025-03-02 09:14:00,2025-03-02 10:19:00,2025-03-02 10:37:00,2025-03-02 10:50:00,2025-03-02 11:04:00,2025-03-02 11:14:00,2025-03-02 08:24:00,2025-03-02 11:45:00,10
2025-03-18 08:00:00,2025-03-18 08:18:00,2025-03-18 08:30:00,2025-03-18 08:51:00,2025-03-18 09:15:00,2025-03-18 10:29:00,2025-03-18 10:40:00,2025-03-18 10:53:00,2025-03-18 11:10:00,2025-03-18 11:24:00,2025-03-18 08:47:00,2025-03-18 12:07:00,11
2025-02-13 08:00:00,2025-02-13 08:30:00,2025-02-13 08:41:00,2025-02-13 08:54:00,2025-02-13 09:26:00,2025-02-13 10:43:00,2025-02-13 11:12:00,2025-02-13 11:23:00,2025-02-13 11:38:00,2025-02-13 11:47:00,2025-02-13 09:18:00,2025-02-13 12:19:00,6
2025-05-25 08:00:00,2025-05-25 08:18:00,2025-05-25 08:33:00,2025-05-25 08:59:00,2025-05-25 09:26:00,2025-05-25 10:39:00,2025-05-25 10:59:00,2025-05-25 11:06:00,2025-05-25 11:26:00,2025-05-25 11:40:00,2025-05-25 08:56:00,2025-05-25 12:27:00,3
2025-05-13 08:00:00,2025-05-13 08:26:00,2025-05-13 08:31:00,2025-05-13 08:41:00,2025-05-13 09:04:00,2025-05-13 10:21:00,2025-05-13 10:37:00,2025-05-13 10:50:00,2025-05-13 11:20:00,2025-05-13 11:28:00,2025-05-13 08:31:00,2025-05-13 12:21:00,8
2025-05-20 08:00:00,2025-05-20 08:15:00,2025-05-20 08:33:00,2025-05-20 08:57:00,2025-05-20 09:19:00,2025-05-20 10:36:00,2025-05-20 10:54:00,2025-05-20 11:01:00,2025-05-20 11:16:00,2025-05-20 11:25:00,2025-05-20 08:26:00,2025-05-20 12:20:00,9
2025-04-08 08:00:00,2025-04-08 08:23:00,2025-04-08 08:34:00,2025-04-08 08:57:00,2025-04-08 09:37:00,2025-04-08 10:50:00,2025-04-08 11:17:00,2025-04-08 11:30:00,2025-04-08 11:48:00,2025-04-08 12:03:00,2025-04-08 10:03:00,2025-04-08 13:02:00,9
2025-03-18 08:00:00,2025-03-18 08:18:00,2025-03-18 08:30:00,2025-03-18 08:51:00,2025-03-18 09:15:00,2025-03-18 10:29:00,2025-03-18 10:40:00,2025-03-18 10:53:00,2025-03-18 11:10:00,2025-03-18 11:24:00,2025-03-18 08:47:00,2025-03-18 12:07:00,13
2025-02-14 08:00:00,2025-02-14 08:11:00,2025-02-14 08:25:00,2025-02-14 08:52:00,2025-02-14 09:14:00,2025-02-14 10:25:00,2025-02-14 10:38:00,2025-02-14 10:48:00,2025-02-14 11:17:00,2025-02-14 11:29:00,2025-02-14 08:48:00,2025-02-14 12:28:00,11
2025-05-09 08:00:00,2025-05-09 08:24:00,2025-05-09 08:29:00,2025-05-09 08:48:00,2025-05-09 09:26:00,2025-05-09 10:31:00,2025-05-09 10:59:00,2025-05-09 11:11:00,2025-05-09 11:32:00,2025-05-09 11:45:00,2025-05-09 08:49:00,2025-05-09 12:41:00,16
2025-01-12 08:00:00,2025-01-12 08:12:00,2025-01-12 08:30:00,2025-01-12 08:49:00,2025-01-12 09:17:00,2025-01-12 10:35:00,2025-01-12 10:52:00,2025-01-12 10:57:00,2025-01-12 11:18:00,2025-01-12 11:26:00,2025-01-12 08:50:00,2025-01-12 12:20:00,7
2025-01-12 08:00:00,2025-01-12 08:12:00,2025-01-12 08:30:00,2025-01-12 08:49:00,2025-01-12 09:17:00,2025-01-12 10:35:00,2025-01-12 10:52:00,2025-01-12 10:57:00,2025-01-12 11:18:00,2025-01-12 11:26:00,2025-01-12 08:50:00,2025-01-12 12:20:00,9
